"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jun 26 21:46:07 GMT 2022","Sun Jun 26 21:46:09 GMT 2022","2294","test","test_conduit","TestConduit","","","test_logout",""
"passed","Sun Jun 26 21:46:03 GMT 2022","Sun Jun 26 21:46:05 GMT 2022","2273","test","test_conduit","TestConduit","","","test_login",""
"passed","Sun Jun 26 21:45:54 GMT 2022","Sun Jun 26 21:45:56 GMT 2022","2060","test","test_conduit","TestConduit","","","test_accept_cookies",""
"passed","Sun Jun 26 21:46:17 GMT 2022","Sun Jun 26 21:46:20 GMT 2022","2331","test","test_conduit","TestConduit","","","test_list_navigation",""
"passed","Sun Jun 26 21:46:30 GMT 2022","Sun Jun 26 21:46:54 GMT 2022","24023","test","test_conduit","TestConduit","","","test_post_new_articles",""
"passed","Sun Jun 26 21:47:11 GMT 2022","Sun Jun 26 21:47:14 GMT 2022","3357","test","test_conduit","TestConduit","","","test_saving_data",""
"passed","Sun Jun 26 21:46:21 GMT 2022","Sun Jun 26 21:46:28 GMT 2022","6435","test","test_conduit","TestConduit","","","test_add_comment",""
"passed","Sun Jun 26 21:46:11 GMT 2022","Sun Jun 26 21:46:16 GMT 2022","4285","test","test_conduit","TestConduit","","","test_listing_data",""
"passed","Sun Jun 26 21:47:03 GMT 2022","Sun Jun 26 21:47:09 GMT 2022","6624","test","test_conduit","TestConduit","","","test_deleting_data",""
"passed","Sun Jun 26 21:46:55 GMT 2022","Sun Jun 26 21:47:01 GMT 2022","5443","test","test_conduit","TestConduit","","","test_change_data",""
"passed","Sun Jun 26 21:45:58 GMT 2022","Sun Jun 26 21:46:01 GMT 2022","3316","test","test_conduit","TestConduit","","","test_registration",""
