"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 27 15:04:19 GMT 2022","Mon Jun 27 15:04:21 GMT 2022","2359","test","test_conduit","TestConduit","","","test_logout",""
"passed","Mon Jun 27 15:04:06 GMT 2022","Mon Jun 27 15:04:08 GMT 2022","2062","test","test_conduit","TestConduit","","","test_accept_cookies",""
"passed","Mon Jun 27 15:04:27 GMT 2022","Mon Jun 27 15:04:34 GMT 2022","6544","test","test_conduit","TestConduit","","","test_add_comment",""
"passed","Mon Jun 27 15:05:30 GMT 2022","Mon Jun 27 15:05:34 GMT 2022","4366","test","test_conduit","TestConduit","","","test_listing_data",""
"passed","Mon Jun 27 15:05:04 GMT 2022","Mon Jun 27 15:05:10 GMT 2022","5572","test","test_conduit","TestConduit","","","test_change_data",""
"passed","Mon Jun 27 15:04:15 GMT 2022","Mon Jun 27 15:04:17 GMT 2022","2342","test","test_conduit","TestConduit","","","test_login",""
"passed","Mon Jun 27 15:04:10 GMT 2022","Mon Jun 27 15:04:13 GMT 2022","3384","test","test_conduit","TestConduit","","","test_registration",""
"passed","Mon Jun 27 15:04:23 GMT 2022","Mon Jun 27 15:04:25 GMT 2022","2460","test","test_conduit","TestConduit","","","test_list_navigation",""
"passed","Mon Jun 27 15:05:11 GMT 2022","Mon Jun 27 15:05:18 GMT 2022","6752","test","test_conduit","TestConduit","","","test_deleting_data",""
"passed","Mon Jun 27 15:05:20 GMT 2022","Mon Jun 27 15:05:28 GMT 2022","8452","test","test_conduit","TestConduit","","","test_saving_data",""
"passed","Mon Jun 27 15:04:35 GMT 2022","Mon Jun 27 15:05:02 GMT 2022","26931","test","test_conduit","TestConduit","","","test_post_new_articles",""
