"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jun 26 22:32:23 GMT 2022","Sun Jun 26 22:32:25 GMT 2022","2119","test","test_conduit","TestConduit","","","test_accept_cookies",""
"passed","Sun Jun 26 22:32:40 GMT 2022","Sun Jun 26 22:32:44 GMT 2022","4332","test","test_conduit","TestConduit","","","test_listing_data",""
"passed","Sun Jun 26 22:32:46 GMT 2022","Sun Jun 26 22:32:48 GMT 2022","2327","test","test_conduit","TestConduit","","","test_list_navigation",""
"passed","Sun Jun 26 22:33:31 GMT 2022","Sun Jun 26 22:33:38 GMT 2022","6634","test","test_conduit","TestConduit","","","test_deleting_data",""
"passed","Sun Jun 26 22:32:32 GMT 2022","Sun Jun 26 22:32:34 GMT 2022","2255","test","test_conduit","TestConduit","","","test_login",""
"passed","Sun Jun 26 22:32:27 GMT 2022","Sun Jun 26 22:32:30 GMT 2022","3496","test","test_conduit","TestConduit","","","test_registration",""
"passed","Sun Jun 26 22:32:36 GMT 2022","Sun Jun 26 22:32:38 GMT 2022","2302","test","test_conduit","TestConduit","","","test_logout",""
"passed","Sun Jun 26 22:33:24 GMT 2022","Sun Jun 26 22:33:29 GMT 2022","5434","test","test_conduit","TestConduit","","","test_change_data",""
"failed","Sun Jun 26 22:32:58 GMT 2022","Sun Jun 26 22:33:22 GMT 2022","24149","test","test_conduit","TestConduit","","","test_post_new_articles",""
"passed","Sun Jun 26 22:32:50 GMT 2022","Sun Jun 26 22:32:56 GMT 2022","6465","test","test_conduit","TestConduit","","","test_add_comment",""
"passed","Sun Jun 26 22:33:39 GMT 2022","Sun Jun 26 22:33:43 GMT 2022","3339","test","test_conduit","TestConduit","","","test_saving_data",""
