"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 27 17:53:50 GMT 2022","Mon Jun 27 17:53:52 GMT 2022","2273","test","test_conduit","TestConduit","","","test_login",""
"passed","Mon Jun 27 17:54:02 GMT 2022","Mon Jun 27 17:54:09 GMT 2022","6460","test","test_conduit","TestConduit","","","test_add_comment",""
"passed","Mon Jun 27 17:54:47 GMT 2022","Mon Jun 27 17:54:55 GMT 2022","8390","test","test_conduit","TestConduit","","","test_saving_data",""
"passed","Mon Jun 27 17:54:10 GMT 2022","Mon Jun 27 17:54:37 GMT 2022","26419","test","test_conduit","TestConduit","","","test_post_new_articles",""
"passed","Mon Jun 27 17:55:03 GMT 2022","Mon Jun 27 17:55:08 GMT 2022","5475","test","test_conduit","TestConduit","","","test_change_data",""
"passed","Mon Jun 27 17:53:58 GMT 2022","Mon Jun 27 17:54:00 GMT 2022","2377","test","test_conduit","TestConduit","","","test_list_navigation",""
"passed","Mon Jun 27 17:53:42 GMT 2022","Mon Jun 27 17:53:48 GMT 2022","6335","test","test_conduit","TestConduit","","","test_registration",""
"passed","Mon Jun 27 17:53:38 GMT 2022","Mon Jun 27 17:53:40 GMT 2022","2060","test","test_conduit","TestConduit","","","test_accept_cookies",""
"passed","Mon Jun 27 17:54:38 GMT 2022","Mon Jun 27 17:54:45 GMT 2022","6663","test","test_conduit","TestConduit","","","test_deleting_data",""
"passed","Mon Jun 27 17:53:54 GMT 2022","Mon Jun 27 17:53:56 GMT 2022","2311","test","test_conduit","TestConduit","","","test_logout",""
"passed","Mon Jun 27 17:54:57 GMT 2022","Mon Jun 27 17:55:01 GMT 2022","4328","test","test_conduit","TestConduit","","","test_listing_data",""
