"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 28 13:46:04 GMT 2022","Tue Jun 28 13:46:11 GMT 2022","6431","test","test_conduit","TestConduit","","","test_registration",""
"passed","Tue Jun 28 13:46:32 GMT 2022","Tue Jun 28 13:46:48 GMT 2022","16241","test","test_conduit","TestConduit","","","test_post_new_articles",""
"passed","Tue Jun 28 13:46:16 GMT 2022","Tue Jun 28 13:46:18 GMT 2022","2270","test","test_conduit","TestConduit","","","test_logout",""
"passed","Tue Jun 28 13:46:20 GMT 2022","Tue Jun 28 13:46:22 GMT 2022","2285","test","test_conduit","TestConduit","","","test_list_navigation",""
"passed","Tue Jun 28 13:46:50 GMT 2022","Tue Jun 28 13:46:56 GMT 2022","6570","test","test_conduit","TestConduit","","","test_deleting_data",""
"passed","Tue Jun 28 13:46:58 GMT 2022","Tue Jun 28 13:47:06 GMT 2022","8442","test","test_conduit","TestConduit","","","test_saving_data",""
"passed","Tue Jun 28 13:46:24 GMT 2022","Tue Jun 28 13:46:30 GMT 2022","6393","test","test_conduit","TestConduit","","","test_add_comment",""
"passed","Tue Jun 28 13:46:12 GMT 2022","Tue Jun 28 13:46:14 GMT 2022","2230","test","test_conduit","TestConduit","","","test_login",""
"passed","Tue Jun 28 13:47:08 GMT 2022","Tue Jun 28 13:47:12 GMT 2022","4278","test","test_conduit","TestConduit","","","test_listing_data",""
"passed","Tue Jun 28 13:46:00 GMT 2022","Tue Jun 28 13:46:02 GMT 2022","2086","test","test_conduit","TestConduit","","","test_accept_cookies",""
"passed","Tue Jun 28 13:47:14 GMT 2022","Tue Jun 28 13:47:19 GMT 2022","5415","test","test_conduit","TestConduit","","","test_change_data",""
