"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 27 13:30:05 GMT 2022","Mon Jun 27 13:30:08 GMT 2022","3346","test","test_conduit","TestConduit","","","test_saving_data",""
"passed","Mon Jun 27 13:28:48 GMT 2022","Mon Jun 27 13:28:50 GMT 2022","2054","test","test_conduit","TestConduit","","","test_accept_cookies",""
"passed","Mon Jun 27 13:29:49 GMT 2022","Mon Jun 27 13:29:55 GMT 2022","5431","test","test_conduit","TestConduit","","","test_change_data",""
"passed","Mon Jun 27 13:28:52 GMT 2022","Mon Jun 27 13:28:55 GMT 2022","3308","test","test_conduit","TestConduit","","","test_registration",""
"passed","Mon Jun 27 13:28:57 GMT 2022","Mon Jun 27 13:28:59 GMT 2022","2247","test","test_conduit","TestConduit","","","test_login",""
"passed","Mon Jun 27 13:29:56 GMT 2022","Mon Jun 27 13:30:03 GMT 2022","6594","test","test_conduit","TestConduit","","","test_deleting_data",""
"passed","Mon Jun 27 13:29:01 GMT 2022","Mon Jun 27 13:29:03 GMT 2022","2281","test","test_conduit","TestConduit","","","test_logout",""
"passed","Mon Jun 27 13:29:23 GMT 2022","Mon Jun 27 13:29:47 GMT 2022","23923","test","test_conduit","TestConduit","","","test_post_new_articles",""
"passed","Mon Jun 27 13:29:11 GMT 2022","Mon Jun 27 13:29:14 GMT 2022","2317","test","test_conduit","TestConduit","","","test_list_navigation",""
"passed","Mon Jun 27 13:29:15 GMT 2022","Mon Jun 27 13:29:22 GMT 2022","6438","test","test_conduit","TestConduit","","","test_add_comment",""
"passed","Mon Jun 27 13:29:05 GMT 2022","Mon Jun 27 13:29:09 GMT 2022","4284","test","test_conduit","TestConduit","","","test_listing_data",""
