"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jun 26 22:15:48 GMT 2022","Sun Jun 26 22:15:51 GMT 2022","3447","test","test_conduit","TestConduit","","","test_registration",""
"passed","Sun Jun 26 22:16:07 GMT 2022","Sun Jun 26 22:16:09 GMT 2022","2358","test","test_conduit","TestConduit","","","test_list_navigation",""
"passed","Sun Jun 26 22:15:44 GMT 2022","Sun Jun 26 22:15:46 GMT 2022","2118","test","test_conduit","TestConduit","","","test_accept_cookies",""
"passed","Sun Jun 26 22:15:57 GMT 2022","Sun Jun 26 22:15:59 GMT 2022","2325","test","test_conduit","TestConduit","","","test_logout",""
"passed","Sun Jun 26 22:17:01 GMT 2022","Sun Jun 26 22:17:04 GMT 2022","3358","test","test_conduit","TestConduit","","","test_saving_data",""
"passed","Sun Jun 26 22:16:52 GMT 2022","Sun Jun 26 22:16:59 GMT 2022","6648","test","test_conduit","TestConduit","","","test_deleting_data",""
"passed","Sun Jun 26 22:15:53 GMT 2022","Sun Jun 26 22:15:55 GMT 2022","2270","test","test_conduit","TestConduit","","","test_login",""
"passed","Sun Jun 26 22:16:19 GMT 2022","Sun Jun 26 22:16:44 GMT 2022","24186","test","test_conduit","TestConduit","","","test_post_new_articles",""
"passed","Sun Jun 26 22:16:45 GMT 2022","Sun Jun 26 22:16:51 GMT 2022","5465","test","test_conduit","TestConduit","","","test_change_data",""
"passed","Sun Jun 26 22:16:11 GMT 2022","Sun Jun 26 22:16:18 GMT 2022","6468","test","test_conduit","TestConduit","","","test_add_comment",""
"passed","Sun Jun 26 22:16:01 GMT 2022","Sun Jun 26 22:16:05 GMT 2022","4303","test","test_conduit","TestConduit","","","test_listing_data",""
