"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 27 19:39:17 GMT 2022","Mon Jun 27 19:39:24 GMT 2022","6741","test","test_conduit","TestConduit","","","test_deleting_data",""
"passed","Mon Jun 27 19:38:46 GMT 2022","Mon Jun 27 19:38:48 GMT 2022","2383","test","test_conduit","TestConduit","","","test_list_navigation",""
"passed","Mon Jun 27 19:38:25 GMT 2022","Mon Jun 27 19:38:28 GMT 2022","2063","test","test_conduit","TestConduit","","","test_accept_cookies",""
"passed","Mon Jun 27 19:39:25 GMT 2022","Mon Jun 27 19:39:34 GMT 2022","8403","test","test_conduit","TestConduit","","","test_saving_data",""
"passed","Mon Jun 27 19:38:29 GMT 2022","Mon Jun 27 19:38:36 GMT 2022","6357","test","test_conduit","TestConduit","","","test_registration",""
"passed","Mon Jun 27 19:39:36 GMT 2022","Mon Jun 27 19:39:40 GMT 2022","4365","test","test_conduit","TestConduit","","","test_listing_data",""
"passed","Mon Jun 27 19:38:50 GMT 2022","Mon Jun 27 19:38:56 GMT 2022","6544","test","test_conduit","TestConduit","","","test_add_comment",""
"passed","Mon Jun 27 19:38:37 GMT 2022","Mon Jun 27 19:38:40 GMT 2022","2322","test","test_conduit","TestConduit","","","test_login",""
"passed","Mon Jun 27 19:38:58 GMT 2022","Mon Jun 27 19:39:15 GMT 2022","17533","test","test_conduit","TestConduit","","","test_post_new_articles",""
"passed","Mon Jun 27 19:39:42 GMT 2022","Mon Jun 27 19:39:47 GMT 2022","5547","test","test_conduit","TestConduit","","","test_change_data",""
"passed","Mon Jun 27 19:38:41 GMT 2022","Mon Jun 27 19:38:44 GMT 2022","2349","test","test_conduit","TestConduit","","","test_logout",""
