"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jun 26 19:26:20 GMT 2022","Sun Jun 26 19:26:27 GMT 2022","6573","test","test_conduit","TestConduit","","","test_add_comment",""
"passed","Sun Jun 26 19:27:13 GMT 2022","Sun Jun 26 19:27:16 GMT 2022","3416","test","test_conduit","TestConduit","","","test_saving_data",""
"passed","Sun Jun 26 19:26:28 GMT 2022","Sun Jun 26 19:26:53 GMT 2022","24913","test","test_conduit","TestConduit","","","test_post_new_articles",""
"passed","Sun Jun 26 19:25:56 GMT 2022","Sun Jun 26 19:26:00 GMT 2022","3672","test","test_conduit","TestConduit","","","test_registration",""
"passed","Sun Jun 26 19:26:06 GMT 2022","Sun Jun 26 19:26:08 GMT 2022","2372","test","test_conduit","TestConduit","","","test_logout",""
"passed","Sun Jun 26 19:26:55 GMT 2022","Sun Jun 26 19:27:00 GMT 2022","5515","test","test_conduit","TestConduit","","","test_change_data",""
"passed","Sun Jun 26 19:26:02 GMT 2022","Sun Jun 26 19:26:04 GMT 2022","2290","test","test_conduit","TestConduit","","","test_login",""
"broken","Sun Jun 26 19:27:02 GMT 2022","Sun Jun 26 19:27:11 GMT 2022","8655","test","test_conduit","TestConduit","","","test_deleting_data",""
"passed","Sun Jun 26 19:25:52 GMT 2022","Sun Jun 26 19:25:55 GMT 2022","2186","test","test_conduit","TestConduit","","","test_accept_cookies",""
"passed","Sun Jun 26 19:26:10 GMT 2022","Sun Jun 26 19:26:14 GMT 2022","4354","test","test_conduit","TestConduit","","","test_listing_data",""
"passed","Sun Jun 26 19:26:16 GMT 2022","Sun Jun 26 19:26:18 GMT 2022","2394","test","test_conduit","TestConduit","","","test_list_navigation",""
